Edad,Ingresos anuales (USD),Duración (días),Resultado,País de origen_País A,País de origen_País B,País de origen_País C,País de origen_País D,País de origen_País E,País de origen_País F,Motivo del viaje_Estudios,Motivo del viaje_Negocios,Motivo del viaje_Trabajo,Motivo del viaje_Turismo,Historial laboral_Desempleado,Historial laboral_Empleado,Historial laboral_Estudiante,Nivel educación_Doctorado,Nivel educación_Licenciatura,Nivel educación_Maestría,Nivel educación_Secundaria,Antecedentes penales_No,Antecedentes penales_Sí,Dominio del idioma_Alto,Dominio del idioma_Bajo,Dominio del idioma_Medio,Tipo de visa_Estudiante,Tipo de visa_Negocios,Tipo de visa_Trabajo,Tipo de visa_Turista
-0.14720814942828594,1.447052125809109,0.11759085928913311,1,False,False,False,True,False,False,False,False,False,True,False,True,False,False,True,False,False,True,False,True,False,False,False,False,True,False
-1.6296668546476831,0.7365153570502488,-1.277363226538993,1,False,True,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,True
0.001037721093653793,0.9434210442724953,-1.3244900537629163,1,False,False,False,False,False,True,False,True,False,False,False,True,False,False,True,False,False,True,False,True,False,False,False,False,False,True
1.483496426313051,0.43065374418093666,0.22598256190415641,1,False,False,False,False,True,False,False,False,True,False,False,False,True,True,False,False,False,True,False,False,False,True,True,False,False,False
0.445775332659473,-1.4305956841826888,0.12701622473391774,0,False,False,True,False,False,False,False,False,False,True,False,False,True,True,False,False,False,True,False,False,True,False,False,False,True,False
1.038758814747232,0.40443161040635445,1.5502464068963977,1,True,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,True,False,False,False,True,True,False,False,False
-1.6296668546476831,0.2615506443821377,1.2533473953856817,0,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,True
-0.2213310846892558,-1.5456645770993849,0.6312732760298958,1,False,False,False,True,False,False,False,False,True,False,False,False,True,False,True,False,False,True,False,False,False,True,False,True,False,False
0.6681441384423826,-1.7073875107408127,1.1166795964363045,1,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,True,False,False,False,True,False,False,True,False
-0.8884375020379846,0.39166463486723657,1.0130005765436736,1,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False,True,False,True,False,True,False,False,False,False,False,True
-0.14720814942828594,0.6122865151408029,-1.1029939658104773,0,True,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False,False,False,True,True,False,False,False,False,False,True
1.483496426313051,1.6509915083057238,1.328750318943959,1,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,True,False,True,False,False,False,True,False,True,False,False
0.07516065635462366,0.8921158377379733,-0.24999839305746768,1,False,False,False,True,False,False,True,False,False,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False,True
0.2234065268765634,-0.7235947506567815,1.5643844550635748,1,False,False,False,False,True,False,False,True,False,False,False,True,False,True,False,False,False,True,False,False,False,True,False,False,False,True
1.3352505557911114,-0.6174485023547849,-0.6882778862399532,1,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,True,True,False,False,False,True,False,False,True,False
0.29752946213753323,0.018147543815721725,0.33437426451917973,0,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,True,False,False,True,False,False,False,True,False
-0.5919457609941051,0.7752908924237035,-1.5129973626586088,1,False,False,False,False,True,False,False,False,False,True,True,False,False,True,False,False,False,True,False,False,False,True,False,False,True,False
-0.666068696255075,-0.7626787817217017,-0.8249456851893305,1,False,False,False,False,False,True,False,False,False,True,False,True,False,False,True,False,False,True,False,False,False,True,True,False,False,False
1.7058652320959606,1.4556188138567328,0.7208142477553499,1,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,True,True,False,False,True,False,False,True,False,False
1.483496426313051,-1.3538989091967615,0.05632598389803298,0,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,True,True,False,False,True,False,False,False,True,False
-1.5555439193867133,0.2819113600188721,1.5266829932844361,1,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,True,False,False,False,True,True,False,False,False
0.9646358794862621,-1.6435763634830285,-0.15574473860962132,0,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,True,False,False,False
-1.259052178342834,0.4184800295869451,-1.545986141715355,1,False,False,False,False,True,False,False,False,False,True,True,False,False,False,True,False,False,True,False,False,False,True,False,True,False,False
-0.2213310846892558,-1.3583365010663062,-0.34896473022770635,1,False,False,False,False,True,False,True,False,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False,True,False,False
-1.110806307820894,0.7095813101415152,1.521970310562044,1,False,False,True,False,False,False,False,False,False,True,False,False,True,False,True,False,False,True,False,False,False,True,False,False,False,True
1.1128817500082018,1.0011097385765761,-0.9663261668611001,1,False,False,True,False,False,False,False,False,True,False,False,True,False,True,False,False,False,True,False,False,False,True,True,False,False,False
-0.4436998904721654,-0.23042879219219556,-0.16988278677679827,0,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,True,True,False,False,True,False,False,False,True,False
-1.4814209841257435,-0.17506568079300977,-1.2396617647598545,1,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,True,False,False,True,False,False,True,False,False
0.07516065635462366,-0.04414485542253917,-0.9710388495834923,0,False,False,False,False,False,True,False,False,True,False,True,False,False,False,True,False,False,False,True,False,False,True,True,False,False,False
-0.7401916315160448,1.6003270235919385,1.2627727608304664,1,False,False,False,True,False,False,False,False,False,True,False,False,True,False,True,False,False,True,False,False,False,True,False,False,True,False
-1.110806307820894,-0.9303343248143925,-1.4752959008794704,0,True,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False,True,False,False,True,False,True,False,False,False
0.1492835916155935,1.1455806439337313,-1.5695495553273167,1,False,False,False,False,True,False,True,False,False,False,False,False,True,True,False,False,False,True,False,False,False,True,False,True,False,False
-1.6296668546476831,0.8322439431558277,-0.5893115490697146,0,False,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,True,False,False,False,False,True
-0.2954540199502257,-0.9132958704703653,-1.1972476202583235,1,True,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,True,False,False,False,True,True,False,False,False
0.29752946213753323,-0.9045393389203011,-0.23114766216789842,1,False,True,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,True,False
1.7058652320959606,-0.3210316037318832,-1.6213890652736322,1,False,False,False,False,False,True,True,False,False,False,False,True,False,False,True,False,False,True,False,False,False,True,False,True,False,False
-1.259052178342834,0.8253383857545576,0.8998961912062579,1,False,False,True,False,False,False,False,True,False,False,True,False,False,False,True,False,False,True,False,True,False,False,False,False,False,True
1.483496426313051,-1.0246153542138632,1.3193249534991742,0,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,True,True,False,False,True,False,False,False,True,False
-1.184929243081864,0.33729820185586296,-1.173684206646362,1,False,False,False,False,False,True,False,False,True,False,True,False,False,True,False,False,False,True,False,True,False,False,False,False,True,False
1.7058652320959606,1.1702840296887902,1.5738098205083593,1,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,True,False,False,False,True,False,False,True,False
0.8163900089643223,-0.2969926702353658,1.3004742226096049,1,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False,True,False,False,False,True,True,False,False,False
-0.7401916315160448,0.3636152573816654,-0.7306920307414841,1,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,True,False,False,False,True,False,True,False,False
-0.5178228257331352,0.5285655305645802,0.24012061007133337,1,True,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,True,False,False,False,True,False,False,True,False
0.8905129442252921,-0.6905619812321494,-1.1972476202583235,1,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,True,False,False,False,True,True,False,False,False
1.1870046852691716,-0.41585843320087007,-1.5224227281033935,1,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False,False,True,False,True,False,False
-1.4814209841257435,0.8993536212685141,-1.1265573794224388,1,False,False,False,False,False,True,False,False,False,True,True,False,False,True,False,False,False,True,False,False,True,False,False,True,False,False
-1.6296668546476831,0.9899327023703968,-0.9851768977506693,0,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False,True,False,True,False,False,False
-1.3331751136038037,-1.5834434340850272,0.12701622473391774,1,False,False,True,False,False,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,True,True,False,False,False
1.3352505557911114,-1.2150521175994036,0.6831127859762113,0,False,False,True,False,False,False,False,False,True,False,False,False,True,True,False,False,False,False,True,False,False,True,False,False,True,False
-1.4814209841257435,-0.5039458183332223,-1.5177100453810013,1,False,False,False,False,False,True,True,False,False,False,False,False,True,False,True,False,False,True,False,False,False,True,False,True,False,False
0.37165239739850314,-0.6410365575330064,-1.2208110338702851,1,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,True,False,True,False,False,True,False,False,False,False,True
-0.4436998904721654,0.34489194195347955,-0.6977032516847379,1,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,True,False,True,False,False,False,True,True,False,False,False
0.1492835916155935,1.1052151692273382,0.3579376781311413,1,False,False,True,False,False,False,False,False,False,True,True,False,False,False,True,False,False,True,False,True,False,False,False,True,False,False
1.483496426313051,-1.0269883979943684,-0.24528571033507537,1,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,True,False,True,False,False,False,True,False,False
0.7422670737033524,-0.5568646946384876,-0.8956359260252152,1,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,True,False,False,False,True,False,False,True,False
-1.0366833725599243,0.8947736467721391,-0.655289107183207,1,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,True,True,False,False,False,True,False,False,False,True
0.8905129442252921,1.7088937765500503,1.583235185953144,1,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,True,False,True,False,False,False,False,True,False
-0.7401916315160448,-1.0915826496997192,1.437142021558982,1,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,True,True,False,False,False,True,False,False,False,True
0.5198982679204428,1.5187417784181703,-0.47149448100990665,1,False,False,False,False,False,True,True,False,False,False,True,False,False,False,False,False,True,True,False,False,False,True,False,False,False,True
-0.666068696255075,-1.5381420283151834,0.05632598389803298,1,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,True,True,False,True,False,False,True,False,False,False
-1.184929243081864,-0.7305003080580516,0.574721083361188,1,False,False,False,True,False,False,True,False,False,False,False,False,True,False,True,False,False,True,False,False,False,True,False,True,False,False
-0.7401916315160448,-1.362370675493165,1.5785225032307517,1,False,False,False,False,True,False,False,False,False,True,True,False,False,False,False,False,True,True,False,False,False,True,False,True,False,False
-0.07308521416731607,-0.9536376147389533,1.507832262394867,0,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,True,False,True,False,True,False,False,True,False,False
1.1870046852691716,-0.108240767933984,-0.3631027783948833,1,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,True,False,False,True,False,False,False,False,True
-0.2213310846892558,0.9300608077882512,-0.04735303599459802,0,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,True,True,False,False,False,True,False,False
-0.5919457609941051,0.49375297830456927,1.3664517807230974,1,False,False,False,False,True,False,False,False,False,True,True,False,False,False,False,False,True,True,False,False,False,True,True,False,False,False
1.557619361574021,-1.2628452193387778,-0.7683934925206226,0,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,True
-0.4436998904721654,1.6584665962143152,-0.7259793480190918,0,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,True,False,True,False,False,False,False,True
1.7058652320959606,0.41470688997594185,0.871620094871904,1,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,True,False,False,False,True,False,False,False,True
0.001037721093653793,-0.06531240594464535,-0.20758424855593682,1,False,False,False,False,False,True,False,False,True,False,True,False,False,False,True,False,False,True,False,False,False,True,False,False,False,True
0.1492835916155935,1.519928300308423,1.0695527692123814,0,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,True,False,True,False,False,True,False,True,False,False,False
0.07516065635462366,1.6458420033020276,-0.876785195135646,1,False,False,False,False,False,True,True,False,False,False,False,True,False,False,False,False,True,True,False,True,False,False,False,True,False,False
1.557619361574021,1.541000929079309,0.6218479105851111,0,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,True,False,False,True,False,True,False,False,False
1.2611276205301414,1.5276644230328698,-0.22172229672311378,1,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,True,False,False,False,True,False,True,False,False
0.37165239739850314,0.1660593626546094,-1.3386281019300932,1,False,False,False,False,True,False,True,False,False,False,False,False,True,True,False,False,False,True,False,False,False,True,True,False,False,False
-0.666068696255075,1.5660128105258335,-0.3018379030037832,0,False,False,True,False,False,False,False,False,False,True,False,False,True,False,True,False,False,True,False,False,True,False,False,False,True,False
1.557619361574021,0.18528101727670135,-0.4950578946218682,1,False,True,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,True,False,True,False,False,False,False,True,False
-1.7037897899086532,0.10331608509805253,-0.787244223410192,1,True,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,True,False,False,False,True,False,False,True,False
0.07516065635462366,1.3938010233745728,-0.5987369145144992,1,False,False,False,False,False,True,False,True,False,False,False,False,True,True,False,False,False,True,False,False,False,True,False,False,True,False
-1.259052178342834,-0.44096523639861485,1.5313956760068286,1,False,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False,False,True,False,False,True,False,False,False,False,True
-1.110806307820894,-0.09390758349973273,1.4889815315052977,1,False,False,False,False,True,False,False,False,False,True,True,False,False,False,True,False,False,True,False,False,True,False,False,False,False,True
0.001037721093653793,0.8387698135522169,-0.33953936478292174,0,False,False,False,True,False,False,True,False,False,False,False,False,True,True,False,False,False,True,False,False,True,False,True,False,False,False
-1.7037897899086532,1.3931365711160313,0.6831127859762113,1,False,False,False,False,True,False,False,False,False,True,True,False,False,True,False,False,False,True,False,False,False,True,True,False,False,False
1.483496426313051,-1.0608754631799822,1.5172576278396515,1,False,False,False,True,False,False,False,False,True,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,True,False
-1.184929243081864,-1.0307140767297613,0.1364415901787024,1,False,False,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,True,False,True,False,False,False,True,False,False
0.001037721093653793,-1.5323280710529457,-1.0794305521985157,1,False,False,False,False,True,False,False,False,False,True,True,False,False,False,True,False,False,True,False,False,False,True,False,False,True,False
-0.9625604372989545,0.1873692958035459,-1.1218446967000466,1,False,False,False,False,True,False,False,False,False,True,False,False,True,False,True,False,False,True,False,True,False,False,True,False,False,False
-0.5178228257331352,-0.34281614563692075,-1.498859314491432,1,False,False,False,True,False,False,True,False,False,False,False,False,True,True,False,False,False,True,False,False,False,True,False,False,True,False
-1.184929243081864,-1.4868130913428563,1.4559927524485514,1,False,False,False,True,False,False,True,False,False,False,False,False,True,False,True,False,False,True,False,False,False,True,True,False,False,False
0.8163900089643223,1.5154907084388782,-0.34896473022770635,0,False,False,False,False,True,False,False,True,False,False,False,True,False,True,False,False,False,True,False,False,True,False,False,False,True,False
0.8163900089643223,1.3818171522830216,1.2297839817737202,1,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,True,False,False,False,True,False,True,False,False
0.6681441384423826,0.09887849322850785,0.7962171713136269,0,False,False,True,False,False,False,False,False,False,True,True,False,False,True,False,False,False,True,False,False,True,False,False,False,True,False
-1.4072980488647737,1.1460077918142222,-0.26413644122464464,1,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,True,False,True,False,False,True,False,False,True,False,False
1.3352505557911114,-0.027343705456562516,0.8009298540360192,1,False,False,True,False,False,False,False,False,False,True,True,False,False,False,True,False,False,True,False,False,False,True,False,True,False,False
1.1128817500082018,-0.8895891631031185,1.2816234917200355,0,False,False,False,True,False,False,False,False,False,True,False,True,False,False,True,False,False,False,True,True,False,False,True,False,False,False
1.2611276205301414,0.1486412213057014,-0.6270130108488531,1,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,True,False,True,False,False,True,False,False,True,False,False
0.29752946213753323,0.009841890583953607,-0.744830078908661,1,False,True,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True
-1.259052178342834,0.17296492005587946,1.1213922791586968,1,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,True,True,False,True,False,False,False,False,False,True
-1.110806307820894,0.21719845612449598,-1.2867885919837776,1,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,True,False,True,False,False,False,True,False,False,False,True
-1.184929243081864,-1.5574586046884955,-0.18873351766636756,0,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,True,False,True,False,False,True,False,True,False,False,False
-0.8884375020379846,-0.827011998611197,-0.669427155350384,1,False,False,False,True,False,False,False,False,True,False,False,False,True,True,False,False,False,True,False,False,True,False,False,False,False,True
0.7422670737033524,-0.9229304282192163,-1.67794125794234,1,False,False,True,False,False,False,False,False,False,True,False,True,False,False,True,False,False,True,False,False,False,True,True,False,False,False
0.6681441384423826,0.806235383321491,-0.17930815222158292,1,False,False,False,False,False,True,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False,True,True,False,False,False
-0.07308521416731607,-1.1601161540807088,-1.6732285752199476,1,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,True,False,True,False,False,False,False,False,True
0.001037721093653793,-0.1063186024717748,-1.5648368726049244,1,False,False,False,False,False,True,True,False,False,False,False,True,False,False,False,True,False,True,False,False,False,True,False,True,False,False
0.9646358794862621,0.9104120052856682,0.3767884090207106,0,False,False,False,False,False,True,True,False,False,False,False,False,True,False,True,False,False,True,False,False,True,False,False,False,True,False
0.8163900089643223,1.415917791408881,0.40035182263267216,0,False,True,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,True,False,False,True,False,True,False,False,False
1.483496426313051,0.6479059022861856,-0.6929905689623456,1,False,False,False,False,False,True,False,True,False,False,True,False,False,False,True,False,False,True,False,False,False,True,False,False,False,True
1.1870046852691716,1.7197148561891538,0.3485123126863567,0,False,False,True,False,False,False,False,False,False,True,False,False,True,True,False,False,False,True,False,False,True,False,True,False,False,False
-0.14720814942828594,1.2196196098854928,1.347601049833528,1,False,False,False,True,False,False,False,True,False,False,False,True,False,False,True,False,False,True,False,False,False,True,False,True,False,False
0.2234065268765634,0.9113612227978704,0.7915044885912346,1,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,True,False,False,False,True,False,True,False,False
0.8163900089643223,0.7419021664319957,1.0742654519347736,1,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,True,False,True,False,False,True,False,False,False,False,True
-1.7037897899086532,0.22723643131603286,-0.6505764244608148,0,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,True,False,True,False,True,False,True,False,False,False
0.8163900089643223,-0.06358008398487656,-0.10861791138569815,1,False,True,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False,True,False,False,False,True,False,False,True,False
0.9646358794862621,1.3171754397020607,-1.35276615009727,0,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,True,False,False,True,False,False,False,True,False
1.7058652320959606,-0.13759531949883302,-0.06620376688416729,0,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,True,False,False,True,False,True,False,False,False
-0.7401916315160448,-0.6875007547552977,0.1364415901787024,0,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,True,False,True,False,False,True,True,False,False,False
-1.5555439193867133,-0.5539933116640764,-0.3631027783948833,1,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False,True,False,True,False,False,True,False,False,False
-1.7037897899086532,-1.4841790127464958,0.4144898707998491,1,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,True,True,False,False,True,False,False,False,False,True
-1.4072980488647737,-0.7529018413460203,1.4324293388365898,1,False,False,False,True,False,False,False,False,True,False,True,False,False,False,True,False,False,True,False,False,False,True,False,True,False,False
0.1492835916155935,-0.890277345799465,-1.1265573794224388,1,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,True,False,False,False,True,False,False,True,False
-0.7401916315160448,0.17842292075104138,1.5785225032307517,1,False,False,False,True,False,False,False,False,True,False,False,False,True,False,True,False,False,True,False,False,False,True,False,False,False,True
1.1128817500082018,-1.2091432385859457,0.8292059503703731,1,False,False,False,False,True,False,True,False,False,False,False,False,True,False,True,False,False,True,False,True,False,False,True,False,False,False
0.2234065268765634,0.29493937037384554,-0.037927670549813386,1,False,False,False,False,True,False,False,False,True,False,True,False,False,True,False,False,False,True,False,False,False,True,True,False,False,False
-1.110806307820894,-1.336243463469803,0.753803026812096,1,False,True,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,True,False,True,False,False,False,True,False,False
-0.666068696255075,-0.9842973403830801,-0.25471107577986,0,True,False,False,False,False,False,False,False,False,True,True,False,False,False,True,False,False,True,False,False,True,False,True,False,False,False
-0.666068696255075,-1.1165945311462437,-1.3763295637092317,1,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,True,True,False,False,True,False,False,False,False,True
0.1492835916155935,-0.18610033437235884,0.84334399853755,1,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,True,False,True,False,False,False,False,False,True
1.3352505557911114,0.9539810890957433,-0.8060949542997612,0,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,True,False,False,True,False,True,False,False
-0.8143145667770147,0.02422253589381498,-1.5931129689392782,1,False,False,False,False,False,True,False,True,False,False,True,False,False,False,True,False,False,True,False,False,True,False,False,False,False,True
0.5940212031814127,-0.5993184478717253,1.5973732341203208,1,False,False,True,False,False,False,False,False,True,False,False,True,False,True,False,False,False,True,False,False,False,True,False,False,True,False
1.1128817500082018,1.4921874185143174,-1.6543778443303785,1,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,True,True,False,True,False,False,False,False,False,True
0.5940212031814127,-0.5161432633650188,0.26368402368329497,1,False,False,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,True,False,False,False,False,False,True
-1.4814209841257435,-1.61906282123041,1.0459893556004198,0,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,True,False,False,False,True,False,False,False,True
0.445775332659473,-0.5509558156250298,1.064840086489989,0,False,False,False,False,False,True,False,False,False,True,True,False,False,True,False,False,False,False,True,True,False,False,False,False,True,False
0.9646358794862621,-1.3735239812615392,0.17885573468023325,0,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,True,True,False,False,True,False,True,False,False,False
-0.07308521416731607,0.5622152913721437,1.2674854435528586,1,True,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,True,False,False,True,False,False,False,False,True
1.1128817500082018,-0.09867740149854813,0.7726537577016653,1,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,True,True,False,False,False,True,False,True,False,False
1.557619361574021,0.7780910840846996,1.1638064236602277,0,False,False,False,False,True,False,False,False,False,True,False,True,False,True,False,False,False,True,False,False,True,False,False,False,True,False
-0.666068696255075,0.5089167280619974,-1.366904198264447,1,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False
1.4093734910520812,-0.5110649496747378,-0.6505764244608148,1,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,True,False,False,False,True,False,False,False,True
0.37165239739850314,-0.89025361536166,-0.3301139993381371,1,False,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,True,True,False,False,False,True,False,True,False,False
0.8905129442252921,0.3231311304862471,0.6736874205314266,1,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,True,False,False,True,False,False,False,False,True
-0.8143145667770147,0.4094624632210254,1.6397873786218518,0,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,True,False,True,False,False,True,False,False,False,True,False
0.5940212031814127,0.20732659399759443,0.9705864320421427,1,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,True,False,False,False,True,False,True,False,False
-1.259052178342834,-1.1287445153024303,0.8056425367584116,1,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,True,False,False,False,True,False,True,False,False
